name,calories,protein,fat,carbohydrate,fiber,sugars,sodium,cholesterol,vitamin_c,calcium,category
"Spices, fennel seed",345,15.8,14.87,52.29,39.8,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Potatoes, skin, raw",58,2.57,0.1,12.44,2.5,0.0,0.0,0.0,0.0,0.0,Balanced
"Pepper, raw, banana",27,1.66,0.45,5.35,3.4,1.95,0.0,0.0,0.0,0.0,Low-Carb
"Drumstick pods, raw",37,2.1,0.2,8.53,3.2,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Toppings, pineapple",253,0.1,0.1,66.4,0.4,21.01,0.0,0.0,0.0,0.0,Balanced
Acorn stew (Apache),95,6.81,3.47,9.22,0.7,0.34,0.0,0.0,0.0,0.0,Low-Carb
"Tomatoes, sun-dried",258,14.11,2.97,55.76,12.3,37.59,0.0,0.0,0.0,0.0,High-Fiber
"Guava sauce, cooked",36,0.32,0.14,9.48,3.6,5.88,0.0,0.0,0.0,0.0,Low-Carb
"Pumpkin leaves, raw",19,3.15,0.4,2.33,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Melons, raw, casaba",28,1.11,0.1,6.58,0.9,5.69,0.0,0.0,0.0,0.0,Low-Carb
"Melon balls, frozen",33,0.84,0.25,7.94,0.7,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Fish oil, cod liver",902,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Nuts, dried, acorns",509,8.1,31.41,53.66,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Rolls, pumpernickel",276,10.8,2.8,51.87,5.4,0.4,0.0,0.0,0.0,0.0,High-Fiber
"Gravy, dry, chicken",381,11.27,9.73,62.09,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Fish, raw, tilefish",96,17.5,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Ice creams, vanilla",207,3.5,11.0,23.6,0.7,21.22,0.0,0.0,0.0,0.0,Balanced
"SILK Plain, soymilk",41,2.88,1.65,3.29,0.4,2.47,0.0,0.0,0.0,0.0,Low-Carb
"Cabbage, raw, savoy",27,2.0,0.1,6.1,3.1,2.27,0.0,0.0,0.0,0.0,Low-Carb
"Fish, raw, tilapia",96,20.08,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Broccoli raab, raw",22,3.17,0.49,2.85,2.7,0.38,0.0,0.0,0.0,0.0,Low-Carb
"Corn grain, yellow",365,9.42,4.74,74.26,7.3,0.64,0.0,0.0,0.0,0.0,High-Fiber
"Turtle, raw, green",89,19.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Chicory roots, raw",72,1.4,0.2,17.51,1.5,8.73,0.0,0.0,0.0,0.0,Balanced
Ice cream sandwich,237,4.29,8.57,37.14,0.0,18.57,0.0,0.0,0.0,0.0,Balanced
"Croutons, seasoned",465,10.8,18.3,63.5,5.0,4.41,0.0,0.0,0.0,0.0,High-Fiber
"Snacks, taro chips",498,2.3,24.9,68.1,7.2,3.82,0.0,0.0,0.0,0.0,High-Fiber
"Prickly pears, raw",41,0.73,0.51,9.57,3.6,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Fish, raw, haddock",74,16.32,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Liver cheese, pork",304,15.2,25.6,2.1,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Ground turkey, raw",148,19.66,7.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
Jams and preserves,278,0.37,0.07,68.86,1.1,48.5,0.0,0.0,0.0,0.0,Balanced
"Carrots, raw, baby",35,0.64,0.13,8.24,2.9,4.76,0.0,0.0,0.0,0.0,Low-Carb
"Oil, nutmeg butter",884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Semolina, enriched",360,12.68,1.05,72.83,3.9,0.0,0.0,0.0,0.0,0.0,Balanced
"Spices, anise seed",337,17.6,15.9,50.02,14.6,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Snacks, corn cakes",387,8.1,2.4,83.4,1.9,23.47,0.0,0.0,0.0,0.0,Balanced
"Catsup, low sodium",101,1.04,0.1,27.4,0.3,21.27,0.0,0.0,0.0,0.0,Balanced
"Croissants, cheese",414,9.2,20.9,47.0,2.6,11.35,0.0,0.0,0.0,0.0,Balanced
"Milk, fluid, sheep",108,5.98,7.0,5.36,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Acerola juice, raw",23,0.4,0.3,4.8,0.3,4.5,0.0,0.0,0.0,0.0,Low-Carb
"Jute, raw, potherb",34,4.65,0.25,5.8,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Fast food, biscuit",370,7.08,18.92,42.82,2.5,3.88,0.0,0.0,0.0,0.0,Balanced
"Bagels, multigrain",241,9.9,1.24,47.47,6.2,8.66,0.0,0.0,0.0,0.0,High-Fiber
"Beef, dried, cured",153,31.1,1.94,2.76,0.0,2.7,0.0,0.0,0.0,0.0,High-Protein
"Nuts, almond paste",458,9.0,27.74,47.81,4.8,36.25,0.0,0.0,0.0,0.0,Balanced
"Seaweed, raw, kelp",43,1.68,0.56,9.57,1.3,0.6,0.0,0.0,0.0,0.0,Low-Carb
"Seaweed, raw, agar",26,0.54,0.03,6.75,0.5,0.28,0.0,0.0,0.0,0.0,Low-Carb
"Fish oil, menhaden",902,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Rolls, egg, dinner",307,9.5,6.4,52.0,3.7,4.3,0.0,0.0,0.0,0.0,Balanced
"Bread, white wheat",238,10.66,2.15,43.91,9.2,5.0,0.0,0.0,0.0,0.0,High-Fiber
"Onions, raw, sweet",32,0.8,0.08,7.55,0.9,5.02,0.0,0.0,0.0,0.0,Low-Carb
"Onions, raw, welsh",34,1.9,0.4,6.5,2.4,2.18,0.0,0.0,0.0,0.0,Low-Carb
"SILK Chai, soymilk",53,2.47,1.44,7.82,0.0,5.76,0.0,0.0,0.0,0.0,Low-Carb
"Rolls, rye, dinner",286,10.3,3.4,53.1,4.9,1.17,0.0,0.0,0.0,0.0,Balanced
"Gravy, dry, au jus",313,9.2,9.63,47.49,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Cheese, neufchatel",253,9.15,22.78,3.59,0.0,3.19,0.0,0.0,0.0,0.0,Balanced
"Hummus, commercial",166,7.9,9.6,14.29,6.0,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Croissants, butter",406,8.2,21.0,45.8,2.6,11.26,0.0,0.0,0.0,0.0,Balanced
"Carrot, dehydrated",341,8.1,1.49,79.57,23.6,38.82,0.0,0.0,0.0,0.0,High-Fiber
"Vinegar, distilled",18,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,Low-Carb
"Sapote, raw, mamey",124,1.45,0.46,32.1,5.4,20.14,0.0,0.0,0.0,0.0,High-Fiber
"Soy flour, low-fat",372,49.81,8.9,30.63,16.0,9.33,0.0,0.0,0.0,0.0,High-Fiber
"Syrups, sugar free",52,0.8,0.0,12.13,0.7,0.01,0.0,0.0,0.0,0.0,Balanced
"Syrups, dark, corn",286,0.0,0.0,77.59,0.0,77.59,0.0,0.0,0.0,0.0,Balanced
"Taco shells, baked",476,6.41,21.79,63.49,6.7,1.5,0.0,0.0,0.0,0.0,High-Fiber
"Spices, cumin seed",375,17.81,22.27,44.24,10.5,2.25,0.0,0.0,0.0,0.0,High-Fiber
"Bamboo shoots, raw",27,2.6,0.3,5.2,2.2,3.0,0.0,0.0,0.0,0.0,Low-Carb
"Fish, raw, lingcod",85,17.66,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Whey, dried, sweet",353,12.93,1.07,74.46,0.0,74.46,0.0,0.0,0.0,0.0,Balanced
"Whey, fluid, sweet",27,0.85,0.36,5.14,0.0,5.14,0.0,0.0,0.0,0.0,Low-Carb
"Spices, poppy seed",525,17.99,41.56,28.13,19.5,2.99,0.0,0.0,0.0,0.0,High-Fiber
"Babyfood, pretzels",397,10.8,2.0,82.2,2.3,3.08,0.0,0.0,0.0,0.0,Balanced
"Fat, mutton tallow",902,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Coffeecake, cheese",339,7.0,15.2,44.3,1.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Sauce, horseradish",503,1.09,50.89,10.05,1.0,8.98,0.0,0.0,0.0,0.0,Balanced
"Yardlong bean, raw",47,2.8,0.4,8.35,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Cress, raw, garden",32,2.6,0.7,5.5,1.1,4.4,0.0,0.0,0.0,0.0,Low-Carb
"Dates, deglet noor",282,2.45,0.39,75.03,8.0,63.35,0.0,0.0,0.0,0.0,High-Fiber
"Lambsquarters, raw",43,4.2,0.8,7.3,4.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Gravy, dry, turkey",367,10.42,7.19,65.12,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
Vital wheat gluten,370,75.16,1.85,13.79,0.6,0.0,0.0,0.0,0.0,0.0,High-Protein
"Turnip greens, raw",32,1.5,0.3,7.13,3.2,0.81,0.0,0.0,0.0,0.0,Low-Carb
"Sugars, granulated",387,0.0,0.0,99.98,0.0,99.8,0.0,0.0,0.0,0.0,Balanced
"Frankfurter, pork",269,12.81,23.68,0.28,0.1,0.0,0.0,0.0,0.0,0.0,Balanced
"Pomegranates, raw",83,1.67,1.17,18.7,4.0,13.67,0.0,0.0,0.0,0.0,Balanced
"Pears, raw, asian",42,0.5,0.23,10.65,3.6,7.05,0.0,0.0,0.0,0.0,Balanced
"Cookies, molasses",430,5.6,12.8,73.8,1.0,17.6,0.0,0.0,0.0,0.0,Balanced
"Cookies, fig bars",348,3.7,7.3,70.9,4.6,46.36,0.0,0.0,0.0,0.0,Balanced
Liverwurst spread,305,12.38,25.45,5.89,2.5,1.65,0.0,0.0,0.0,0.0,Balanced
Roast beef spread,223,15.27,16.28,3.73,0.2,0.71,0.0,0.0,0.0,0.0,Low-Carb
"Chard, raw, swiss",19,1.8,0.2,3.74,1.6,1.1,0.0,0.0,0.0,0.0,Low-Carb
"Goose, raw, liver",133,16.37,4.28,6.32,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"TACO BELL, Nachos",350,4.32,21.5,34.91,3.2,2.17,0.0,0.0,0.0,0.0,Balanced
"Sausage, meatless",255,20.28,18.16,8.09,2.8,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Frankfurter, meat",290,10.26,25.76,4.17,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Rice flour, brown",363,7.23,2.78,76.48,4.6,0.66,0.0,0.0,0.0,0.0,Balanced
"Peppermint, fresh",70,3.75,0.94,14.89,8.0,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Vinegar, red wine",19,0.04,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Vinegar, balsamic",88,0.49,0.0,17.03,0.0,14.95,0.0,0.0,0.0,0.0,Balanced
"Luxury loaf, pork",141,18.4,4.8,4.9,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Rye flour, medium",349,10.88,1.52,75.43,11.8,1.1,0.0,0.0,0.0,0.0,High-Fiber
"DENNY'S, coleslaw",183,0.97,15.03,10.88,1.3,8.16,0.0,0.0,0.0,0.0,Balanced
"Bread, wheat bran",248,8.8,3.4,47.8,4.0,9.68,0.0,0.0,0.0,0.0,Balanced
"Croissants, apple",254,7.4,8.7,37.1,2.5,0.0,0.0,0.0,0.0,0.0,Balanced
"Candies, Tamarind",368,0.0,0.0,91.96,2.5,78.57,0.0,0.0,0.0,0.0,Balanced
"Oheloberries, raw",28,0.38,0.22,6.84,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"PACE, Salsa Verde",47,0.0,1.56,6.25,0.0,6.25,0.0,0.0,0.0,0.0,Low-Carb
Barley malt flour,361,10.28,1.84,78.3,7.1,0.8,0.0,0.0,0.0,0.0,High-Fiber
"Rice noodles, dry",364,5.95,0.56,80.18,1.6,0.12,0.0,0.0,0.0,0.0,Balanced
"Fish oil, sardine",902,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Fish oil, herring",902,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Plantains, cooked",116,0.79,0.18,31.15,2.3,14.0,0.0,0.0,0.0,0.0,Balanced
"Burdock root, raw",72,1.53,0.15,17.34,3.3,2.9,0.0,0.0,0.0,0.0,Balanced
"Butterbur, canned",3,0.11,0.13,0.38,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Ostrich, raw, fan",117,21.81,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"SILK Nog, soymilk",74,2.46,1.64,12.3,0.0,9.84,0.0,0.0,0.0,0.0,Balanced
"Gravy, dry, brown",367,10.74,9.61,59.38,2.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Cheese, provolone",351,25.58,26.62,2.14,0.0,0.56,0.0,0.0,0.0,0.0,Balanced
"Cheese, roquefort",369,21.54,30.64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Muffins, oat bran",270,7.0,7.4,48.3,4.6,8.22,0.0,0.0,0.0,0.0,Balanced
"Syrups, grenadine",268,0.0,0.0,66.91,0.0,46.55,0.0,0.0,0.0,0.0,Balanced
"Raisins, seedless",299,3.07,0.46,79.18,3.7,59.19,0.0,0.0,0.0,0.0,Balanced
"Strawberries, raw",32,0.67,0.3,7.68,2.0,4.89,0.0,0.0,0.0,0.0,Low-Carb
"Fish, raw, burbot",90,19.31,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Wheat germ, crude",360,23.15,9.72,51.8,13.2,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Wheat, hard white",342,11.31,1.71,75.9,12.2,0.41,0.0,0.0,0.0,0.0,High-Fiber
"Wheat bran, crude",216,15.55,4.25,64.51,42.8,0.41,0.0,0.0,0.0,0.0,High-Fiber
"Gooseberries, raw",44,0.88,0.58,10.18,4.3,0.0,0.0,0.0,0.0,0.0,Balanced
"Spices, dill seed",305,15.98,14.54,55.17,21.1,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Oil, cocoa butter",884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"APPLEBEE'S, chili",157,12.56,9.79,4.57,1.4,2.27,0.0,0.0,0.0,0.0,Low-Carb
"Grape leaves, raw",93,5.6,2.12,17.31,11.0,6.3,0.0,0.0,0.0,0.0,High-Fiber
"Kale, raw, scotch",42,2.8,0.6,8.32,1.7,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Marmalade, orange",246,0.3,0.0,66.3,0.7,60.0,0.0,0.0,0.0,0.0,Balanced
"Whey, dried, acid",339,11.73,0.54,73.45,0.0,73.45,0.0,0.0,0.0,0.0,Balanced
"Whey, fluid, acid",24,0.76,0.09,5.12,0.0,5.12,0.0,0.0,0.0,0.0,Low-Carb
"Eggplant, pickled",49,0.9,0.7,9.77,2.5,4.8,0.0,0.0,0.0,0.0,Low-Carb
"Babyfood, cookies",433,11.8,13.2,67.1,0.2,24.2,0.0,0.0,0.0,0.0,Balanced
"Fennel, raw, bulb",31,1.24,0.2,7.3,3.1,3.93,0.0,0.0,0.0,0.0,Low-Carb
"Egg, dried, whole",592,48.05,43.9,1.13,0.0,0.56,0.0,0.0,0.0,0.0,Balanced
"Coffeecake, fruit",311,5.2,10.2,51.5,2.5,0.0,0.0,0.0,0.0,0.0,Balanced
"Candies, caramels",382,4.6,8.1,77.0,0.0,65.5,0.0,0.0,0.0,0.0,Balanced
"Sour cream, light",136,3.5,10.6,7.1,0.0,0.22,0.0,0.0,0.0,0.0,Low-Carb
"Egg, dried, white",382,81.1,0.0,7.8,0.0,5.4,0.0,0.0,0.0,0.0,High-Protein
"Wild rice, cooked",101,3.99,0.34,21.34,1.8,0.73,0.0,0.0,0.0,0.0,Balanced
"Chicken, meatless",224,23.64,12.73,3.64,3.6,0.0,0.0,0.0,0.0,0.0,High-Protein
"Corn grain, white",365,9.42,4.74,74.26,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Veal, raw, ground",197,18.58,13.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Wheat, soft white",340,10.69,1.99,75.36,12.7,0.41,0.0,0.0,0.0,0.0,High-Fiber
"Elderberries, raw",73,0.66,0.5,18.4,7.0,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Nuts, raw, acorns",387,6.15,23.86,40.75,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Orange juice, raw",45,0.7,0.2,10.4,0.2,8.4,0.0,0.0,0.0,0.0,Balanced
"POPEYES, Coleslaw",161,0.98,11.18,14.12,1.7,10.83,0.0,0.0,0.0,0.0,Balanced
"Cabbage, raw, red",31,1.43,0.16,7.37,2.1,3.83,0.0,0.0,0.0,0.0,Low-Carb
"Blackberries, raw",43,1.39,0.49,9.61,5.3,4.88,0.0,0.0,0.0,0.0,Low-Carb
"Wasabi, raw, root",109,4.8,0.63,23.54,7.8,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Cheese, limburger",327,20.05,27.25,0.49,0.0,0.49,0.0,0.0,0.0,0.0,Balanced
"Raspberries, raw",52,1.2,0.65,11.94,6.5,4.42,0.0,0.0,0.0,0.0,High-Fiber
"Corn bran, crude",224,8.36,0.92,85.64,79.0,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Bread, rice bran",243,8.9,4.6,43.5,4.9,4.67,0.0,0.0,0.0,0.0,Balanced
"Taro shoots, raw",11,0.92,0.09,2.32,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Sugars, powdered",389,0.0,0.0,99.77,0.0,97.81,0.0,0.0,0.0,0.0,Balanced
"Emu, raw, ground",134,22.77,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Cookies, fortune",378,4.2,2.7,84.0,1.6,45.42,0.0,0.0,0.0,0.0,Balanced
"Fish, raw, cisco",98,18.99,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Couscous, cooked",112,3.79,0.16,23.22,1.4,0.1,0.0,0.0,0.0,0.0,Balanced
"Dill weed, fresh",43,3.46,1.12,7.02,2.1,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Spearmint, dried",285,19.93,6.03,52.04,29.8,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Spearmint, fresh",44,3.29,0.73,8.41,6.8,0.0,0.0,0.0,0.0,0.0,Low-Carb
Tamales (Navajo),153,6.28,6.12,18.12,3.1,0.99,0.0,0.0,0.0,0.0,Balanced
"Rice bran, crude",316,13.35,20.85,49.69,21.0,0.9,0.0,0.0,0.0,0.0,High-Fiber
"Rye flour, light",357,9.82,1.33,76.68,8.0,0.93,0.0,0.0,0.0,0.0,High-Fiber
"Spices, bay leaf",313,7.61,8.36,74.97,26.3,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Spices, cardamom",311,10.76,6.7,68.47,28.0,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Lemon juice, raw",22,0.35,0.24,6.9,0.3,2.52,0.0,0.0,0.0,0.0,Low-Carb
"Ginger root, raw",80,1.82,0.75,17.77,2.0,1.7,0.0,0.0,0.0,0.0,Balanced
"Fish oil, salmon",902,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Fish, tuna salad",187,16.04,9.26,9.41,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Orange peel, raw",97,1.5,0.2,25.0,10.6,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Blueberries, raw",57,0.74,0.33,14.49,2.4,9.96,0.0,0.0,0.0,0.0,Balanced
"Cheese, muenster",368,23.41,30.04,1.12,0.0,1.12,0.0,0.0,0.0,0.0,Balanced
"Beet greens, raw",22,2.2,0.13,4.33,3.7,0.5,0.0,0.0,0.0,0.0,Low-Carb
"Cheese, cheshire",387,23.37,30.6,4.78,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Bagels, oat bran",255,10.7,1.2,53.3,3.6,1.63,0.0,0.0,0.0,0.0,Balanced
"Fat, beef tallow",902,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Clementines, raw",47,0.85,0.15,12.02,1.7,9.18,0.0,0.0,0.0,0.0,Balanced
"Peas, raw, green",81,5.42,0.4,14.45,5.7,5.67,0.0,0.0,0.0,0.0,High-Fiber
"Oat bran, cooked",40,3.21,0.86,11.44,2.6,0.0,0.0,0.0,0.0,0.0,Balanced
"Pears, bosc, raw",67,0.36,0.09,16.1,3.1,10.23,0.0,0.0,0.0,0.0,Balanced
"Sugar, turbinado",399,0.0,0.0,99.8,0.0,99.19,0.0,0.0,0.0,0.0,Balanced
"Headcheese, pork",157,13.83,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
Ham salad spread,216,8.68,15.53,10.64,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Olive loaf, pork",235,11.8,16.5,9.2,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Pastrami, turkey",139,16.3,6.21,3.34,0.1,3.34,0.0,0.0,0.0,0.0,Low-Carb
"Cranberries, raw",46,0.46,0.13,11.97,3.6,4.27,0.0,0.0,0.0,0.0,Balanced
"POPEYES, biscuit",401,6.0,23.71,40.95,3.8,3.46,0.0,0.0,0.0,0.0,Balanced
"Egg, dried, yolk",669,33.63,59.13,0.66,0.0,0.23,0.0,0.0,0.0,0.0,Balanced
"Quinoa, uncooked",368,14.12,6.07,64.16,7.0,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Emu, raw, oyster",141,22.81,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Rose-apples, raw",25,0.6,0.3,5.7,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Cheese, monterey",373,24.48,30.28,0.68,0.0,0.5,0.0,0.0,0.0,0.0,Balanced
"Fish, raw, scup",105,18.88,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Cheese, cheddar",404,22.87,33.31,3.09,0.0,0.48,0.0,0.0,0.0,0.0,Balanced
"Cheese, caraway",376,25.18,29.2,3.06,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Oil, wheat germ",884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Bread, oat bran",236,10.4,4.4,39.8,4.5,7.7,0.0,0.0,0.0,0.0,Balanced
"Watermelon, raw",30,0.61,0.15,7.55,0.4,6.2,0.0,0.0,0.0,0.0,Low-Carb
Potato pancakes,268,6.08,14.76,27.81,3.3,1.79,0.0,0.0,0.0,0.0,Balanced
Spinach souffle,172,7.89,12.95,5.9,0.7,1.85,0.0,0.0,0.0,0.0,Low-Carb
"Bacon, meatless",309,11.69,29.52,5.31,2.6,0.0,0.0,0.0,0.0,0.0,Balanced
"Rosemary, fresh",131,3.31,5.86,20.7,14.1,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Syrups, sorghum",290,0.0,0.0,74.9,0.0,74.9,0.0,0.0,0.0,0.0,Balanced
"Rye flour, dark",325,15.91,2.22,68.63,23.8,2.31,0.0,0.0,0.0,0.0,High-Fiber
"Oil, tomatoseed",884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Croutons, plain",407,11.9,6.6,73.5,5.1,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Lemon peel, raw",47,1.5,0.3,16.0,10.6,4.17,0.0,0.0,0.0,0.0,High-Fiber
"Spices, paprika",282,14.14,12.89,53.99,34.9,10.34,0.0,0.0,0.0,0.0,High-Fiber
"Nectarines, raw",44,1.06,0.32,10.55,1.7,7.89,0.0,0.0,0.0,0.0,Balanced
"Mulberries, raw",43,1.44,0.39,9.8,1.7,8.1,0.0,0.0,0.0,0.0,Low-Carb
"Lotus root, raw",74,2.6,0.1,17.23,4.9,0.0,0.0,0.0,0.0,0.0,Balanced
"Sauce, barbecue",172,0.82,0.63,40.77,0.9,33.24,0.0,0.0,0.0,0.0,Balanced
"Fish, raw, spot",123,18.51,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Crabapples, raw",76,0.4,0.3,19.95,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Breadfruit, raw",103,1.07,0.23,27.12,4.9,11.0,0.0,0.0,0.0,0.0,Balanced
Arrowroot flour,357,0.3,0.1,88.15,3.4,0.0,0.0,0.0,0.0,0.0,Balanced
"Pimento, canned",23,1.1,0.3,5.1,1.9,2.71,0.0,0.0,0.0,0.0,Low-Carb
"Tomatillos, raw",32,0.96,1.02,5.84,1.9,3.93,0.0,0.0,0.0,0.0,Low-Carb
"Raisins, seeded",296,2.52,0.54,78.47,6.8,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Bologna, turkey",209,11.42,16.05,4.68,0.5,2.9,0.0,0.0,0.0,0.0,Low-Carb
Vanilla extract,288,0.06,0.06,12.65,0.0,12.65,0.0,0.0,0.0,0.0,Balanced
"Fish, raw, carp",127,17.83,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Wheat, sprouted",198,7.49,1.27,42.53,1.1,0.0,0.0,0.0,0.0,0.0,Balanced
"Fish, raw, cusk",87,18.99,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Watercress, raw",11,2.3,0.1,1.29,0.5,0.2,0.0,0.0,0.0,0.0,Low-Carb
"Fish, raw, ling",87,18.99,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Bread, cinnamon",253,7.05,5.29,44.38,3.5,14.11,0.0,0.0,0.0,0.0,Balanced
"Spices, saffron",310,11.43,5.85,65.37,3.9,0.0,0.0,0.0,0.0,0.0,Balanced
"Lime juice, raw",25,0.42,0.07,8.42,0.4,1.69,0.0,0.0,0.0,0.0,Low-Carb
"Spelt, uncooked",338,14.57,2.43,70.19,10.7,6.82,0.0,0.0,0.0,0.0,High-Fiber
"Cabbage, kimchi",15,1.1,0.5,2.4,1.6,1.06,0.0,0.0,0.0,0.0,Low-Carb
"Seeds, flaxseed",534,18.29,42.16,28.88,27.3,1.55,0.0,0.0,0.0,0.0,High-Fiber
"Cheese, gruyere",413,29.81,32.34,0.36,0.0,0.36,0.0,0.0,0.0,0.0,Balanced
"Cheese, gjetost",466,9.65,29.51,42.65,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Cheese, fontina",389,25.6,31.14,1.55,0.0,1.55,0.0,0.0,0.0,0.0,Balanced
"Butter, salted",717,0.85,81.11,0.06,0.0,0.06,0.0,0.0,0.0,0.0,Balanced
"Oil, rice bran",884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Crackers, milk",446,7.6,13.77,71.73,3.4,10.32,0.0,0.0,0.0,0.0,Balanced
"Dates, medjool",277,1.81,0.15,74.97,6.7,66.47,0.0,0.0,0.0,0.0,High-Fiber
"Arrowroot, raw",65,4.24,0.2,13.39,1.3,0.0,0.0,0.0,0.0,0.0,Balanced
"Bread, oatmeal",269,8.4,4.4,48.5,4.0,8.14,0.0,0.0,0.0,0.0,Balanced
"Bread, italian",271,8.8,3.5,50.1,3.2,3.17,0.0,0.0,0.0,0.0,Balanced
"Tamarinds, raw",239,2.8,0.6,62.5,5.1,38.8,0.0,0.0,0.0,0.0,High-Fiber
